taskID,taskTitle,taskPublishDate,organizationID,organizationName,channel,NCImageGUID,ShutterstockImageID,licensedDate
55bbd1f5a783c533456987b4,5 tips to create high-traffic Pinterest boards,7/31/15 19:52,5421c83c1a56de26e84bb012,Office Depot,feed,0c2cb8990c88cb3b727ccf0e4721a1dd,187617323,7/31/15 20:41
55ba64a9d02ec0a40f3ec707,12 tools for sleuthing real estate leads and property owners,7/30/15 18:04,52e1892183a64295640000d3,PNC (Deutsch),feed,8395506b69d3baaabfc5262f193445cc,224427724,7/31/15 19:41
55bb944da85f83f87589172d,Plus-size clothing: Top fashion brands are finally offering sizes and designs for the fuller-figured,7/31/15 15:30,53f208e41a56de26e84baf60,Monster UK,feed,2608895069a496f1781fa0f031dd9e31,217053826,7/31/15 19:41
55bb9659727c1c3372d78c6d,Secret Escapes secures $60m in funding for expansion,7/31/15 15:40,53f208e41a56de26e84baf60,Monster UK,feed,8b2eff8782077c4903beaf6202c06f3f,232490020,7/31/15 19:41
55ba9a5e8f6dad146db6501a,"Quarter of young Brits say Google, Apple, and Amazon would do a better job with banking than their actual bank, according to new survey",7/30/15 21:43,53f208e41a56de26e84baf60,Monster UK,feed,0712e627d7b3960c382eab1125c83f7c,295125974,7/31/15 19:41
55bb951de74a9968330e72ae,Internet-only stores to overtake retail giants' online sales this year,7/31/15 15:32,53f208e41a56de26e84baf60,Monster UK,feed,eaa9fc938f429848fa2d1e70a36ca7eb,235286992,7/31/15 19:41
55bbca701ba5f27a0df39684,Sifting Through the Data: Extracting What Matters When it Comes to Sustainability,7/31/15 19:20,5421c83c1a56de26e84bb012,Office Depot,feed,9416eb88ec55ea2607d3c553ebda3b42,232371526,7/31/15 19:41
55ba81548af540774f5992ed,Pound slips as UK retail sales disappoint,7/30/15 20:07,53f208e41a56de26e84baf60,Monster UK,feed,ddf089b81c58b9937604d619e4f09787,300669854,7/30/15 23:36
55ba831b5423823f1d36e6d0,"As Amazon moves into streaming, what difference does it make? ",7/30/15 20:06,53f208e41a56de26e84baf60,Monster UK,feed,441b131bba18e6ef6b41e50cb0f950e4,272610119,7/30/15 23:36
55ba831b5423823f1d36e6d0,"As Amazon moves into streaming, what difference does it make? ",7/30/15 20:06,53f208e41a56de26e84baf60,Monster UK,feed,441b131bba18e6ef6b41e50cb0f950e4,272610119,7/30/15 23:36
55ba831b5423823f1d36e6d0,"As Amazon moves into streaming, what difference does it make? ",7/30/15 20:06,53f208e41a56de26e84baf60,Monster UK,feed,441b131bba18e6ef6b41e50cb0f950e4,272610119,7/30/15 23:36
55ba831b5423823f1d36e6d0,"As Amazon moves into streaming, what difference does it make? ",7/30/15 20:06,53f208e41a56de26e84baf60,Monster UK,feed,441b131bba18e6ef6b41e50cb0f950e4,272610119,7/30/15 23:36
55ba8208349a32d95be78415,Internet auctioneer Catawiki raises $82m as Dutch start-ups take off,7/30/15 20:13,53f208e41a56de26e84baf60,Monster UK,feed,a67fa0587d10f95114177cb03e847211,211322050,7/30/15 23:36
55ba84af88630ef96b0b4275,Co-op supermarket sales grow for first time in a year as Asda stalls,7/30/15 20:10,53f208e41a56de26e84baf60,Monster UK,feed,8fce1d352c0890dfbf87deeb10ac5c4b,296187359,7/30/15 23:36
55ba98307c4478901f6b1ab3,Why now is a great time to set up a social enterprise,7/30/15 21:33,53f208e41a56de26e84baf60,Monster UK,feed,47288ac4c2d32ee477d114493625bf62,223526311,7/30/15 23:36
55ba42f2b10acec40c0f4ec4,7 Challenges Successful People Overcome,7/30/15 15:30,5421c83c1a56de26e84bb012,Office Depot,feed,5d4aca73f673e6eb41c002545f1524ad,165020942,7/30/15 16:25
55ba3a7ed02ec0a40f3ec69e,How To Be An Intrapreneur: You Can Still Be Nimble And Creative In A Big Company,7/30/15 14:53,5421c83c1a56de26e84bb012,Office Depot,feed,34a6387403a0011a0d23826d5718e64b,13146973,7/30/15 15:26
55ba3c14349a32d95be782c4,The Most Dangerous Phrase In Education,7/30/15 15:00,5421c83c1a56de26e84bb012,Office Depot,feed,03ecedf83637cd69406ce5b959f7a628,225178366,7/30/15 15:26
55ba38263d6c5ada6df9f222,Multi-Tasker Dreams Do Come True: Meet the New Tool That Reads Articles to You,7/30/15 14:43,5421c83c1a56de26e84bb012,Office Depot,feed,57c94b221ac201846a02066410d791ac,240193858,7/30/15 15:26
55ba39ae7c5a02df5d80a30f,The Secret to Being a Better Leader Is Telling Great Stories‰ÛÓHere's How to Start,7/30/15 14:50,5421c83c1a56de26e84bb012,Office Depot,feed,a28aa214d8e1670994697584964934be,294234566,7/30/15 15:26
55ba3f647c5a02df5d80a329,Could ‰Û÷fat‰Ûª cartoon characters be influencing childhood obesity?,7/30/15 15:15,5421c83c1a56de26e84bb012,Office Depot,feed,76705014a991dd9efa26864b23056525,178887905,7/30/15 15:26
55b9183119ec65d041d13537,3 Great States for Retirement,7/29/15 18:17,52e1892183a64295640000d3,PNC (Deutsch),feed,b44ea19480d075119fb20be93efdb6ba,211104811,7/30/15 5:27
55b919c7acda230f0480ee12,Decide How Much Home You Can AffordåÊWith the 25% Rule of Thumb,7/29/15 18:24,52e1892183a64295640000d3,PNC (Deutsch),feed,d6ff4170017c0c3500d30ec76979bcb6,188923934,7/30/15 5:27
55b915a9383a362404a27a84,Home Buying Tips That Will Give You an Edge,7/29/15 18:06,52e1892183a64295640000d3,PNC (Deutsch),feed,e10e3446e48bb1bf239c3bcc32c5f2b7,225967030,7/30/15 5:27
55b918c5383a362404a27a8f,7 Places That Pay You to Live There,7/29/15 18:21,52e1892183a64295640000d3,PNC (Deutsch),feed,ba1af0c3ff66d51f563afdbd6f41ca35,110607695,7/30/15 5:27
55afb12f7cce253309d64488,Career building 101: Introduction,7/29/15 17:35,5522ff5041bd493f829c432c,Discover Student Loans,website,95f12bd1407aaa351418c94059e49dcf,225735943,7/30/15 0:09
55b9315547f8eccd2441983a,What Makes Kim Kardashian‰Ûªs Hair Look So Good,7/29/15 21:23,5582e462a05caf4eefed26fd,Julien Farel,website,90a66e8ae31a7bf0d17eb227e1bb1c2c,166942454,7/30/15 0:09
55b9315547f8eccd2441983a,What Makes Kim Kardashian‰Ûªs Hair Look So Good,7/29/15 21:23,5582e462a05caf4eefed26fd,Julien Farel,twitter,90a66e8ae31a7bf0d17eb227e1bb1c2c,166942454,7/30/15 0:09
55b9315547f8eccd2441983a,What Makes Kim Kardashian‰Ûªs Hair Look So Good,7/29/15 22:35,5582e462a05caf4eefed26fd,Julien Farel,twitter,90a66e8ae31a7bf0d17eb227e1bb1c2c,166942454,7/30/15 0:09
55b9315547f8eccd2441983a,What Makes Kim Kardashian‰Ûªs Hair Look So Good,7/29/15 21:23,5582e462a05caf4eefed26fd,Julien Farel,website,90a66e8ae31a7bf0d17eb227e1bb1c2c,166942454,7/30/15 0:09
55b9315547f8eccd2441983a,What Makes Kim Kardashian‰Ûªs Hair Look So Good,7/29/15 21:23,5582e462a05caf4eefed26fd,Julien Farel,twitter,90a66e8ae31a7bf0d17eb227e1bb1c2c,166942454,7/30/15 0:09
55b9315547f8eccd2441983a,What Makes Kim Kardashian‰Ûªs Hair Look So Good,7/29/15 22:35,5582e462a05caf4eefed26fd,Julien Farel,twitter,90a66e8ae31a7bf0d17eb227e1bb1c2c,166942454,7/30/15 0:09
55b9315547f8eccd2441983a,What Makes Kim Kardashian‰Ûªs Hair Look So Good,7/29/15 21:23,5582e462a05caf4eefed26fd,Julien Farel,website,90a66e8ae31a7bf0d17eb227e1bb1c2c,166942454,7/30/15 0:09
55b9315547f8eccd2441983a,What Makes Kim Kardashian‰Ûªs Hair Look So Good,7/29/15 21:23,5582e462a05caf4eefed26fd,Julien Farel,twitter,90a66e8ae31a7bf0d17eb227e1bb1c2c,166942454,7/30/15 0:09
55b9315547f8eccd2441983a,What Makes Kim Kardashian‰Ûªs Hair Look So Good,7/29/15 22:35,5582e462a05caf4eefed26fd,Julien Farel,twitter,90a66e8ae31a7bf0d17eb227e1bb1c2c,166942454,7/30/15 0:09
55b9540663721cd853e3b23a,"Yelp's 2Q results, outlook disappoint as stock plunges",7/29/15 22:30,53f208e41a56de26e84baf60,Monster UK,feed,403d9b8dad4a99de47b5aefd6e234267,175540520,7/30/15 0:09
55b952551dd80c8e60aa5f83,Uber faces legal action in UK over drivers' working rights,7/29/15 22:24,53f208e41a56de26e84baf60,Monster UK,feed,5f47ac470de191123b503db481ab8c57,300285092,7/30/15 0:09
55b95244b1951a8c608ab6fe,Shares in Premier Farnell dive after profit warning,7/29/15 22:26,53f208e41a56de26e84baf60,Monster UK,feed,60abd549585132be3abb99c2ed3cea7e,300309035,7/30/15 0:09
55b7cc6702dd4cfc64c0375d,Entrepreneurs Who Want To 'Change The World' -- Start With These 3 Steps,7/28/15 18:39,5421c83c1a56de26e84bb012,Office Depot,feed,afbeba62bf0f80227a0aa83c81eb58fa,218076763,7/29/15 7:35
55b7ce5facb6d1d45d3f49c0,7 Ways To Raise Your Visibility And Advance Your Career,7/28/15 18:48,5421c83c1a56de26e84bb012,Office Depot,feed,360d3e035fa9eaca61e4f384ccbe726e,177838661,7/29/15 7:35
55b7e69909f8eb7f608d0329,GKN buys Fokker for å£500m to bolster aerospace business,7/28/15 20:31,53f208e41a56de26e84baf60,Monster UK,feed,974ed146ad674e85cb96d52b3c68026b,196671896,7/29/15 7:35
55b7e25a6fb33fd25aadd161,Ministers back campaign to give under-18s right to delete social media posts,7/28/15 20:25,53f208e41a56de26e84baf60,Monster UK,feed,87a418f9f64e42b0cb3732afaba20980,284749172,7/29/15 7:35
55b7e1a600d9eae05adff20b,Delta will soon start upgrading some flyers to private jets,7/28/15 20:28,53f208e41a56de26e84baf60,Monster UK,feed,5425cb64c441b97daaf52bea2e9003bd,231708616,7/29/15 7:35
55b7e10b00d9eae05adff207,Introducing the umbrella that you can never lose,7/28/15 20:21,53f208e41a56de26e84baf60,Monster UK,feed,ab88d8536fc0db055b7c2bd3bb35504f,298581197,7/29/15 7:35
55b7e2036fb33fd25aadd15e,Windows 10 release date: When is Microsoft‰Ûªs free upgrade available?,7/28/15 20:26,53f208e41a56de26e84baf60,Monster UK,feed,d83d73219bff360c2e0f62e56c786177,232670755,7/29/15 7:35
55b7c44cacb6d1d45d3f499b,"Do Nice Guys Finish Last? Five Lessons From Apple, Tesla, And Volkswagen",7/28/15 18:05,5421c83c1a56de26e84bb012,Office Depot,feed,5c5bef218a026887497e9d0bda04ea8d,149466926,7/28/15 18:47
55b6227ecf07f5d939af077b,"Central Ohio home sales, prices set records in first half",7/27/15 12:23,52e1892183a64295640000d3,PNC (Deutsch),feed,20cbb59a15f4817818c00eecd4108a63,3300670,7/28/15 5:07
55b64dd51a12f6250a8aeb79,How to Get Work Done in Advance if You Thrive on Looming Deadlines,7/27/15 15:27,5421c83c1a56de26e84bb012,Office Depot,feed,078b2fa8a6f7f69fda152970cdd43bdf,137839457,7/27/15 20:31
55b65a1679f46a8460e432ba,Jindal Threatens Arrest For Westboro Baptist Church Protesters At Funerals,7/27/15 16:19,53063ff7ff6daee262000244,iCitizen,feed,00b2997f75287b132f171d195c7381dc,216791773,7/27/15 20:31
55b66f7ff77e3bb30ce18b4b,Are GMOs Really That Bad?,7/27/15 17:51,5421c83c1a56de26e84bb012,Office Depot,feed,0f4c47a44c87e1841925777671843ee9,100434,7/27/15 20:31
55b628231a12f6250a8aea9a,Twitter deletes plagiarised jokes for 'copyright infringement' ,7/27/15 17:14,53f208e41a56de26e84baf60,Monster UK,feed,cb965d770626c84d8e096a09135f24d4,154181867,7/27/15 20:31
55b66ca46abec69f5b3c75aa,That Text Message Is More Distracting Than You Think,7/27/15 17:38,5421c83c1a56de26e84bb012,Office Depot,feed,a49d3e182250b4a583d20440151cdc61,183570767,7/27/15 20:31
55b12e6f77e6354e08270781,Apple to give first official indication of Watch sales in quarterly earnings report,7/23/15 18:41,53f208e41a56de26e84baf60,Monster UK,feed,f21ba63c1605368eaded8164060a10d1,221389798,7/27/15 12:01
55b251423fb69b9c5482ca58,"6 Ways You Can Conquer Stress Today, According to the Experts",7/24/15 14:52,5421c83c1a56de26e84bb012,Office Depot,feed,f6785b806051e06ce9cb1e4389d3026e,288643424,7/27/15 12:01
55b0169ab74233c62f37f88b,"Carts Before Horses: Growth in Online Learning for Students, but Who Will Teach Their Instructors?",7/22/15 22:18,5421c83c1a56de26e84bb012,Office Depot,feed,6b998549b67ad52dceb85bb2a8e00a6b,213616534,7/27/15 12:01
55b1541a21f4b3005931a4cb,"5 Tech Hacks That Will Make it Easier to Disconnect From Work (Yes, You Read That Right)",7/23/15 20:52,5421c83c1a56de26e84bb012,Office Depot,feed,fc9a4297354cdd918fb98ea4003134e9,196910813,7/27/15 12:01
55ae66d379aff85937ae3f1c,Why people are ignoring real estate agents on social media,7/21/15 15:37,52e1892183a64295640000d3,PNC (Deutsch),feed,dd59e171413387d4bd92fae93208f37e,172601018,7/27/15 12:01
55b152d4b8cd114a23cceebb,4 Delegation Basics That Make it a Lot Less Scary for New Managers,7/23/15 20:47,5421c83c1a56de26e84bb012,Office Depot,feed,413cbf8ef01c7eb83a69e158a5d94aac,238547359,7/27/15 12:01
55b27a14c05c05ac5dd6c782,Real Estate Notebook: Mattamy Homes buys Minnetonka Country Club for housing development,7/24/15 17:50,52e1892183a64295640000d3,PNC (Deutsch),feed,7ff7e96dae22eaae1216881485c03610,105208964,7/27/15 12:01
55b1511035218ef25823af4b,Paving Dutch Roads with Plastic Pulled from Oceans,7/23/15 20:39,5421c83c1a56de26e84bb012,Office Depot,feed,f91bc0b1ae89dd1520722bfb3b1b2c05,130825937,7/27/15 12:01
55b2821b93b537806b64c521,Vogue editor Alexandra Shulman: 'Returning to work 15 weeks after birth was a relief',7/24/15 18:22,53f208e41a56de26e84baf60,Monster UK,feed,903de1b4d2c1494e2e2effc495d2f63d,218559007,7/27/15 12:01
55b14f7e21f4b3005931a4b6,"Saving the Planet with a Little Cinnamon, Lemons and Banana Peel",7/23/15 20:33,5421c83c1a56de26e84bb012,Office Depot,feed,3fda24bc063cc0acf449c98e69bca751,106717217,7/27/15 12:01
55b253d34daebec83427e73b,Hiring For Entrepreneurs: Why You Are Bad At It And What Tools You Can Use To Get Better,7/24/15 15:04,5421c83c1a56de26e84bb012,Office Depot,feed,c18b0472485d768c0b93c27a63149e9c,192509111,7/27/15 12:01
55b155fb35218ef25823af58,Your 3-Step Plan to Do Less at Work (But Make an Even Bigger Impact),7/23/15 21:00,5421c83c1a56de26e84bb012,Office Depot,feed,deb339e0ba378ffc759c3feafcfcef4a,230423272,7/27/15 12:01
55b018b0480579be7dbaeed6,Mayors Report Innovation Challenges at City Innovate Summit,7/22/15 22:27,5421c83c1a56de26e84bb012,Office Depot,feed,230ec178a0308f02297adf77662016df,169951712,7/27/15 12:01
55b12d859052f6152f611955,Car makers are some of the most productive employees in Britain,7/23/15 18:50,53f208e41a56de26e84baf60,Monster UK,feed,6ee1071f15c07b4eea997c3cbba8a3cc,208534309,7/27/15 12:01
55b2505644399f5d0bb0fcdb,5 best practices for on-time innovation,7/24/15 14:49,5421c83c1a56de26e84bb012,Office Depot,feed,b00532de67c4bc571269190ee4b38b17,197067770,7/27/15 12:01
55b06dad8cf03e6e1560bdf0,How Does Sharing Salary Information Affect a Work Environment?,7/23/15 4:29,5421c83c1a56de26e84bb012,Office Depot,feed,b5b4f709093a7125de4ef6a19bcdd222,163437572,7/27/15 12:01
55b24d4cb692dc3f44bc1b33,Access To Learning Content Is Not The Same As Equity In Education,7/24/15 14:36,5421c83c1a56de26e84bb012,Office Depot,feed,8138a3c841ff8b1784008a82bf0353b9,174265310,7/27/15 12:01
55ae5c2ff784377d3cf11d03,Boomers Competing With Millennials for U.S. Urban Rental Housing,7/21/15 15:01,52e1892183a64295640000d3,PNC (Deutsch),feed,c57ed2cb444071ef6054783c177ee0bf,210137329,7/27/15 12:01
55b06c658cf03e6e1560bde6,6 Ways to Stop Being Taken for Granted at Work,7/23/15 4:24,5421c83c1a56de26e84bb012,Office Depot,feed,d6f03a5997f4cd2f02dfe9bd40655389,213985702,7/27/15 12:01
55b12be6c7ccdcc64fe70741,Hamptons Home Prices Fall as More Sellers List Beach Properties,7/23/15 18:04,52e1892183a64295640000d3,PNC (Deutsch),feed,6e2d1bb77a5876c2a0775606aae3192f,174046004,7/27/15 12:01
55b06a4ecdf6ee344f26f71e,Evaluating Telemedicine Technology: A Physician's Perspective,7/23/15 4:15,5421c83c1a56de26e84bb012,Office Depot,feed,39eb97c40a21d260fb1f3af4c2e0059e,195640670,7/27/15 12:01
55b15919b21e6d9b334ea5ea,How To Learn From Your Business Mistakes,7/23/15 21:14,5421c83c1a56de26e84bb012,Office Depot,feed,4b7ed04cb9387082980e641bf17997ed,207257995,7/27/15 12:01
55805ff1edf05bec52c167a6,How to Choose the Best Classes for Freshman Year,7/21/15 20:22,5522ff5041bd493f829c432c,Discover Student Loans,website,4f373690e979ac8ab89c642bab201a38,193437935,7/21/15 22:10
55661164eb5ae5ef04488990,"""It's not too late to apply for scholarships""",6/18/15 18:42,5522ff5041bd493f829c432c,Discover Student Loans,website,0320fdaacb186acee845e373afc05e24,128292029,7/13/15 8:49
559c1f526ee5cb120fd9c0ea,It's Never Too Late to Apply for College Scholarships,7/7/15 18:50,5522ff5041bd493f829c432c,Discover Student Loans,website,0320fdaacb186acee845e373afc05e24,128292029,7/13/15 8:49
55648454eeaf121b6bc7fc70,"""Prepping for College Orientation: What Parents Need To Know""",7/6/15 22:27,5522ff5041bd493f829c432c,Discover Student Loans,website,74bef520d2b782b668ce142d04b5e180,183529466,7/13/15 8:49